what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1290744284660
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1290744284661
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1290744284662
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1290744284663
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1290744284663
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1290744284663
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1290744284663
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1290744284663
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1290744284664
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1290744284664
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1290744284664
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1290744284664
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1290744284664
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1290744284664
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1290744284665
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1290744284665
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1290744284665
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1290744284665
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1290744284666
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1290744284666
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1290744284667
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.1.R36x_v20100901,"org.eclipse.equinox.p2.artifact.repository",1290744284667
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1290744284668
started,bundle,org.eclipse.equinox.p2.director,2.0.2.R36x_v20100823,"org.eclipse.equinox.p2.director",1290744284669
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1290744284669
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1290744284669
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1290744284669
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1290744284670
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1290744284670
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1290744284671
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1290744284671
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1290744284671
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1290744284671
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.2.R36x_v20100823,"org.eclipse.equinox.p2.touchpoint.eclipse",1290744284671
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1290744284671
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1290744284676
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1290744284676
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1290744284676
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1290744284676
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1290744284677
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1290744284677
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1290744284677
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1290744284677
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1290744284677
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1290744284677
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1290744284677
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1290744284677
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1290744284677
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1290744284677
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1290744284678
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1290744284678
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1290744284678
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1290744284678
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1290744284678
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1290744284678
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1290744284678
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1290744284678
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1290744284678
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1290744284678
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1290744284678
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1290744284678
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1290744284678
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1290744284678
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1290744284679
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1290744284679
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1290744284679
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1290744284679
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1290744284679
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1290744284679
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1290744284679
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1290744284679
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1290744284680
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1290744284680
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1290744284680
started,bundle,net.sf.eclipsensis.startup,0.9.8,"net.sf.eclipsensis.startup",1290744284680
os,sysinfo,,,"win32",1290744284683
arch,sysinfo,,,"x86",1290744284683
ws,sysinfo,,,"win32",1290744284683
locale,sysinfo,,,"en_US",1290744284683
processors,sysinfo,,,"2",1290744284683
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1290744284683
java.runtime.version,sysinfo,,,"1.6.0_21-b07",1290744284683
java.specification.name,sysinfo,,,"Java Platform API Specification",1290744284683
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1290744284683
java.specification.version,sysinfo,,,"1.6",1290744284683
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1290744284683
java.version,sysinfo,,,"1.6.0_21",1290744284683
java.vm.info,sysinfo,,,"mixed mode, sharing",1290744284683
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1290744284683
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1290744284683
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1290744284683
java.vm.specification.version,sysinfo,,,"1.0",1290744284683
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1290744284683
java.vm.version,sysinfo,,,"17.0-b17",1290744284683
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1290744285388
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1290744285428
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1290744285481
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744289984
started,bundle,net.sf.eclipsensis,0.9.8,"net.sf.eclipsensis",1290744293959
started,bundle,org.eclipse.draw2d,3.6.1.v20100913-2020,"org.eclipse.draw2d",1290744294036
started,bundle,org.eclipse.gef,3.6.1.v20100712-1224,"org.eclipse.gef",1290744294104
started,bundle,net.sf.eclipsensis.installoptions,0.9.8,"net.sf.eclipsensis.installoptions",1290744294128
started,bundle,net.sf.eclipsensis.update,0.9.8,"net.sf.eclipsensis.update",1290744294128
started,bundle,org.eclipse.help.base,3.5.2.v201009090800,"org.eclipse.help.base",1290744294153
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744301366
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744308982
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744316320
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1290744318971
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1290744319230
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1290744319231
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744323693
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744329260
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744351352
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744407663
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744411118
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1290744564071
opened,editor,net.sf.eclipsensis.installoptions,0.9.8,"net.sf.eclipsensis.installoptions.editor.InstallOptionsDesignEditor",1290744567116
activated,editor,net.sf.eclipsensis.installoptions,0.9.8,"net.sf.eclipsensis.installoptions.editor.InstallOptionsDesignEditor",1290744567189
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744568064
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744584375
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744590844
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744598019
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744651778
opened,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1290744652095
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744653669
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744687394
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744725216
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744733051
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1290744733065
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1290744733065
activated,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1290744740290
activated,editor,net.sf.eclipsensis.installoptions,0.9.8,"net.sf.eclipsensis.installoptions.editor.InstallOptionsDesignEditor",1290744740374
closed,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1290744740447
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1290744764908
activated,editor,net.sf.eclipsensis.installoptions,0.9.8,"net.sf.eclipsensis.installoptions.editor.InstallOptionsDesignEditor",1290744777656
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1290744780857
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744804529
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290744830231
